scenario,n,rep,Khat,Z,scaled_exp,c_oracle,c_feasible,cover_oracle95,median_above_oracle,cover_feasible95,median_above_feasible
endpoint_baseline,10000,160,0.999382300907516,6.17699092483992,0.3476777038471677,0.05688221158567181,0.0610947932682401,True,True,True,True
endpoint_baseline,10000,161,0.9998657500116033,1.3424998839672853,0.0755638599363704,0.056321367638524286,,True,True,,
endpoint_baseline,10000,162,0.9999816227215571,0.18377278442893719,0.010343822825271392,0.05689602869000799,0.06179672048306965,True,True,True,True
endpoint_baseline,10000,163,0.9987571423892825,12.428576107175182,0.6995540151525189,0.05634566656830995,,True,False,,
endpoint_baseline,10000,164,0.9975671257999805,24.328742000194747,1.36936596783766,0.05689728267651253,0.06139503734982232,True,False,True,False
endpoint_baseline,10000,165,0.9989061015032106,10.93898496789425,0.615710986519657,0.05655594548575344,,True,True,,
endpoint_baseline,10000,166,0.998709510724441,12.904892755589703,0.7263639426139602,0.056250003078085024,0.055053660090154985,True,False,True,False
endpoint_baseline,10000,167,0.9954166422085,45.833577914999864,2.579785743978632,0.05625706370931654,,True,False,,
endpoint_baseline,10000,168,0.9990766362529343,9.233637470656975,0.5197239097511518,0.056614873998359815,0.058997754024093074,True,True,True,True
endpoint_baseline,10000,169,0.9986456928037576,13.543071962424102,0.7622844553644206,0.05663616139415528,,True,False,,
endpoint_baseline,10000,170,0.9949722160064863,50.27783993513668,2.8299351829623687,0.056133085368107336,0.056605934840329795,True,False,True,False
endpoint_baseline,10000,171,0.9981007489680618,18.992510319382205,1.0690111833550362,0.05644128554142266,,True,False,,
endpoint_baseline,10000,172,0.9995624823830751,4.375176169248984,0.24626087733660632,0.05608377221831169,0.054202565912595806,True,True,True,True
endpoint_baseline,10000,173,0.9981448845386015,18.551154613984934,1.0441690652267264,0.056389143090431755,,True,False,,
endpoint_baseline,10000,174,0.9988504881892103,11.495118107897051,0.6470134597630511,0.05585681207950303,0.05298804658923891,True,True,True,True
endpoint_baseline,10000,175,0.9993198149216577,6.801850783423324,0.3828485246403315,0.05650090846113323,,True,True,,
endpoint_baseline,10000,176,0.9983842194886532,16.157805113468093,0.9094571530726665,0.05615827383500464,0.05621563166593351,True,False,True,False
endpoint_baseline,10000,177,0.996785090727983,32.14909272016953,1.8095417127406426,0.05635051312382746,,True,False,,
