vm_id,n,mean,sd,maximum,zero_fraction,lag1,half_mean_diff,q_hat,gamma_hat,beta1_hat,q_face,gamma_face,lr_gamma0,mixture_p,pit_mean,pit_var,pit_lag1,cdf_distance,tear_log_density,ind_log_density,beta_log_density,tear_mae,ind_mae,beta_mae,tear_rmse,ind_rmse,beta_rmse
966,532,0.029154135338345863,0.02203715901630703,0.1985,0.0,0.1863861488846799,0.005547619047619044,1e-06,35.50324510506133,35.50324610506133,True,False,3.1128091792988926,0.038839437995274256,0.5731866035370463,0.02079440453995498,0.24581902016902063,0.43692314241142494,2.4985622816192317,2.4980230387692037,2.7882540729792273,0.013160820495016438,0.013312808819873786,0.01304627252313873,0.022590979499697926,0.022614947120832347,0.02280179858659255
971,532,0.15863361528822054,0.03995961442664908,0.531,0.0,0.5000434443253482,0.01853289473684211,1e-06,7.441884081016556,7.441885081016556,True,False,5.098798582395375,0.011971210586396707,0.6205090426928768,0.005217688436738114,0.3878086921971912,0.48122117784601737,0.8049754316020838,0.8015958061953171,2.1525802887354843,0.022927246131536533,0.025953320522810786,0.01960394400920956,0.031691072339814746,0.034128131182458055,0.02891759101221801
972,532,0.08025125313283209,0.038012656735385876,0.18433333333333335,0.0,0.6201956210191955,0.007789473684210527,1e-06,13.719955806178058,13.719956806178057,True,False,12.036501824310335,0.00026084392352406703,0.6006099289412511,0.018735228333560554,0.5479631333497987,0.4274065503880743,1.4739633192423784,1.4618964314232987,2.1393532083675204,0.03080777287446663,0.03261125298541519,0.023950684752739516,0.0384468690083052,0.04040307040716246,0.031885730523132566
977,532,0.30278884711779447,0.16218001380853375,0.7286666666666668,0.0,0.5912853519492117,0.007865914786967465,1e-06,4.144446134800929,4.144447134800929,True,False,51.53712715387667,3.5127920467847173e-13,0.5783983286928489,0.019796376678314753,0.3281660394918674,0.35417200165246476,0.30636970964792193,0.25976499037317335,0.7137657167518334,0.10901342269113315,0.13267940372993842,0.0968321138272952,0.1427005915261961,0.1621061220664523,0.13411341056920173
980,532,0.4522390350877193,0.03300561491776881,0.5313333333333333,0.0,0.542890997039646,0.006822681704260647,1e-06,1.073479998333634,1.073480998333634,True,False,0.6118449946850752,0.2170469907845638,0.5248356775056412,0.0009921653736430186,0.4279845612788084,0.43168597763074973,0.005439400223433044,0.0047238981751460095,2.144679392917962,0.02889341270845794,0.030403731017987358,0.022035239254107136,0.0343431706172229,0.03600526104722389,0.028256216078363483
983,532,0.414140350877193,0.16255134793815748,0.93,0.0,0.8347270291045319,0.07450626566416035,1e-06,2.4569331193788013,2.4569341193788015,True,False,44.774374377107655,1.1054871082917148e-11,0.5719570370156852,0.016582549802310158,0.7186636961282896,0.3585732500018832,-0.037755545107451875,-0.07685050876900487,0.940426107035879,0.1267770109894743,0.1384926981574987,0.06389563546640017,0.16563047770363745,0.18306506335114733,0.09341086508433581
984,532,0.31808020050125313,0.1827645558174584,0.8036666666666668,0.0,0.8444761256091765,0.004155388471177968,1e-06,4.294145745968191,4.294146745968191,True,False,98.99348366133117,1.2666698924771671e-23,0.5885337080819026,0.023857834653815232,0.6236228829923965,0.34002575960690407,0.32693985286756677,0.2299433693241671,1.0910313616549483,0.11391689909698872,0.15489166768800447,0.06360869968221536,0.13983685265818782,0.17821935443330547,0.08682542360137789
990,532,0.05904949874686717,0.0427707316054653,0.24666666666666665,0.0,0.5167507556792816,0.005779448621553884,1e-06,18.320522312351404,18.320523312351405,True,False,17.07490746522444,1.7966980641595732e-05,0.557759668396124,0.047793688754300734,0.673796698488154,0.27993411148055475,1.9091534923957014,1.892455720777619,2.2101067084136092,0.03439373189461015,0.036086034387492104,0.023283437980220232,0.041554468145936704,0.04297659824267609,0.03645969680804622
995,532,0.04318421052631578,0.05641430369226432,0.41,0.0,0.21794295790838558,0.006330827067669166,1e-06,24.599020348208402,24.599021348208403,True,False,15.752403039205092,3.609808616431908e-05,0.5076533837951861,0.03508176525512079,0.3183834511153623,0.3011356592243781,2.361167957574944,2.3498182582953016,2.4336821493750853,0.024828134039924715,0.026053714047387055,0.024533796260399192,0.030416104066806716,0.031191449133205793,0.03072319938157945
996,532,0.05203195488721805,0.06472446891326539,0.3641666666666666,0.0,0.5625069735521445,0.04930075187969925,1e-06,21.312353315634667,21.312354315634668,True,False,49.065894419262804,1.2375324471466585e-12,0.5109503664841969,0.055721506404807046,0.6141230509666388,0.14455249954854302,2.3481225228911433,2.3054292191773014,2.343629954692708,0.034204583920309575,0.03835528432667016,0.026931905973613002,0.038887303096816296,0.04249407679267487,0.03715236383655024
