n,rep,Khat,beta1_known,gamma_known,beta1_estimated,gamma_estimated,sqrt_n_delta_beta1,sqrt_n_delta_gamma,cover_beta1_model,cover_gamma_model,cover_beta1_hac,cover_gamma_hac,se_beta1_model,se_gamma_model,se_beta1_hac,se_gamma_hac
500,36,0.9751772674957273,5.671393085133962,5.651393085133963,5.674999779838493,5.7989454515901855,0.08064814533419362,3.2993712163707403,True,True,True,True,0.3557249203917426,0.9545862484746543,0.3433228636364075,1.0140150136269344
500,37,0.9974543890480227,5.78743536415477,5.76743536415477,5.787958754597311,5.782679206116171,0.011703366082949137,0.34086266863956227,True,True,True,True,0.35591698008652667,0.9585320557246189,0.3425304912270222,0.9986596255473363
500,38,0.9883228727602232,5.670425770614714,4.409041896439981,5.665285204386967,4.442221622619049,-0.11494655528082581,0.7419212321122455,True,True,True,True,0.348517938449979,0.9895758804406496,0.3581916649003894,1.0283789934797658
500,39,0.9848987308520074,5.580149381344609,5.363436587785483,5.575224954070416,5.427414468666356,-0.11011354135349195,1.4305889070601734,True,True,True,True,0.3446707747337522,0.909703903495464,0.31532803432173856,0.7884965277050137
500,40,0.9509172515992401,6.161336296708789,6.141336296708789,6.163994284706825,6.42255099121697,0.05943441846987977,6.288151731921296,True,True,True,True,0.36559290645572895,1.001407566829133,0.36522333117701145,0.9310331943118954
500,41,0.9842059595132223,5.332287349326103,5.312287349326104,5.328373476109981,5.393559574395836,-0.0875168656656531,1.8173021993858527,True,True,True,True,0.33992617325311847,0.879255055581324,0.32418812838051686,0.7942088059204103
500,42,0.9539035680473753,6.027853508939615,5.899634998141279,6.015526434059346,6.091538824221067,-0.2756417739601173,4.291100002567041,True,True,True,True,0.3720379802123113,1.0703871977164738,0.3722343713685269,1.0296725672938531
500,43,0.949659880930295,5.79927362942253,5.692269639386495,5.78104768177198,5.903910864803981,-0.4075445790098281,4.732441668748545,True,True,True,True,0.3641070081163194,1.014655893150732,0.36158726746055037,0.968873748959501
500,44,0.9923551741242116,5.445429962329774,4.901743823744202,5.442208707310589,4.9298257702729265,-0.07202945195760593,0.6279314137874131,True,True,True,True,0.3462923876870315,0.94823061945549,0.35865146195029485,0.9097468789148482
500,45,0.9919595718124349,5.967774775690452,5.833007510058985,5.96613330388611,5.866228790285964,-0.036704425376570496,0.7428504088709595,True,True,True,True,0.3604875667458898,0.9986993141660461,0.35635932653689234,0.9103809611737164
500,46,0.9958412027614911,5.589864874571333,4.275610537919898,5.587951888161797,4.287086131849838,-0.04277567651756169,0.2566020810952935,True,True,True,True,0.3452404102110177,0.9739767539239794,0.3705776985687876,1.0659276883302342
500,47,0.9969613051657973,5.389604771479988,4.048614934079974,5.387985177190667,4.056942051352932,-0.03621522926891504,0.18620000278946724,True,True,True,True,0.3336646836140204,0.8976237454935548,0.345202838836348,0.898566503573261
500,48,0.9844187613061306,5.124701901875633,4.603566853750906,5.1158416580161195,4.661605837314961,-0.19812107567096923,1.297791125942198,True,True,True,True,0.33455984821738827,0.8823977056950265,0.3336238205473259,0.9208789213789407
500,49,0.951833584411814,5.564212612349848,4.8233664624499895,5.540486823070347,4.9945244728732545,-0.5305247764880019,3.8272094620003823,True,True,True,True,0.3507591669441579,0.9811928892967839,0.34313897770831475,0.8601028929794451
500,50,0.989840944776616,5.616655183808899,5.13647401974748,5.612969026057498,5.174261991763584,-0.08242499307921197,0.8449647415986797,True,True,True,True,0.35367779502824703,0.9889782654341469,0.34060173608961536,0.8546837697237591
500,51,0.9188356466736476,5.45367250775896,4.399196588406264,5.401956012358127,4.668151986968736,-1.156415992743181,6.014025541012366,True,True,True,True,0.35356213940019016,1.0345197040390932,0.3281780144040224,0.9855588113532285
500,52,0.9827151002605319,6.1274981746977115,5.455410535259422,6.123581010959744,5.517635026236987,-0.08759044397092677,1.3913819169115742,True,True,True,True,0.3609002546493789,1.0152145635620342,0.36493016448459653,0.9355639915007491
500,53,0.9677690156785043,6.3955115574672075,6.375511557467208,6.410849973275352,6.60369351543531,0.3429774041416783,5.102303692556767,True,True,True,True,0.3674346211568331,0.997092244914264,0.370785651441302,0.9501346277190147
500,54,0.9940996537399133,4.8364009858376,4.548771189706663,4.832562775003931,4.572276675810743,-0.08582500336061458,0.5255986477289906,False,True,False,True,0.3242246701858707,0.8112501653846793,0.34199542537144734,0.8042590692964283
500,55,0.9858193005800266,5.806134253644202,5.624130937837783,5.802396510159676,5.683296506863223,-0.0835784851385618,1.3229823426834035,True,True,True,True,0.3526910684944366,0.9497943097022237,0.3510517158751258,1.0322830230064663
500,56,0.9493425399794816,5.549720179264005,4.832152306241024,5.5246394706706665,5.015321579139121,-0.5608216933856838,4.095789455893536,True,True,True,True,0.35029864411265227,0.9791557837027073,0.3538686238300356,0.9508711465981265
500,57,0.9854496891654672,5.187662184975153,5.132153880535589,5.1812346221385335,5.198128797820978,-0.14372467432332564,1.475243998600551,True,True,True,True,0.33140865977885275,0.8290562370226074,0.3370709329693213,0.7953047759596041
